time_s,imu_mean_fleet_error_m,imu_p95_fleet_error_m,full_mean_fleet_error_m,full_p95_fleet_error_m,imu_mean_centroid_error_m,full_mean_centroid_error_m,imu_mean_relative_shape_error_m,full_mean_relative_shape_error_m
26.900000000000002,1.791886707522916,2.474343365871293,0.8206290590858443,1.298674112172835,0.8189630211962763,0.8193950998504747,1.5610434164118676,0.03999736434951524
27.0,1.7985907298466803,2.483439873964183,0.8236503613968825,1.3041162861959688,0.8219439362001726,0.8223940815439992,1.5669280636657708,0.03966616050059436
27.1,1.8052796020986306,2.4925283846284683,0.8266832502688135,1.3093831966918468,0.8249159104554333,0.8253567271741475,1.5728006868273923,0.039930371197113
27.2,1.8119679980591314,2.501631280278981,0.829665993598762,1.3139100149937413,0.8278861680545777,0.8283644360282827,1.5786728266024062,0.03901353609673043
27.3,1.8186544769056883,2.5107376611087813,0.8327320340600082,1.3189589618588058,0.8308567588980186,0.831367511448156,1.5845415935653666,0.04009794705340565
27.400000000000002,1.8253398763490385,2.5198545370904455,0.8356945245681977,1.3241559188375576,0.8338275431091983,0.8343517776961857,1.590408183861794,0.04021167927277492
27.5,1.8320265067126484,2.5289786266227003,0.8387845633754992,1.3293158854339877,0.8367966587016472,0.8374248512986171,1.5962793234636277,0.040341332862234666
27.6,1.83871212187158,2.538091688369919,0.8417302937937057,1.3341410843520582,0.8397690708754088,0.8403755992165888,1.6021483620019055,0.039616130250121936
27.7,1.845391034028797,2.547209493724684,0.8447025326674792,1.3387338191420093,0.8427306569094866,0.8433649002437482,1.6080159689948215,0.03933644399281261
27.8,1.8520708947079327,2.5563582881765954,0.8475431906918207,1.3438190512379957,0.8456873915597918,0.8463368749794551,1.6138871163122164,0.03734796505116868
27.900000000000002,1.8587556827460066,2.565530538183313,0.8503982323851638,1.3487670167607395,0.8486472413738287,0.8492337032763448,1.6197624358366958,0.03749166694529746
28.0,1.8654432170606001,2.5746782326780813,0.8535283459057862,1.3536814566489528,0.8516048791290347,0.8521178276060564,1.6256416406432392,0.04033711901275253
28.1,1.8721308212989531,2.583810896327923,0.8564150023938275,1.3589032637528484,0.8545630463646061,0.8550498029453175,1.6315216332229283,0.040372486040774605
28.2,1.8788219659221501,2.59295903639168,0.8594292576141538,1.3636451646713916,0.8575209464812474,0.8580403972499457,1.637408383519921,0.04049377304347564
28.3,1.8855142990126512,2.6020874085955636,0.86250234685699,1.3687738753588474,0.8604802465359024,0.861078888582937,1.6432968088218503,0.04046596017967459
28.400000000000002,1.8921974048836152,2.611202453946825,0.8654538212812621,1.3736766549126056,0.8634410171838789,0.8639029601213115,1.649174118421172,0.04230596947902389
28.5,1.8988882149805275,2.620323181330342,0.8683327367740009,1.3785433987803617,0.8664093448765187,0.866870575346123,1.6550544664357347,0.0418057917306757
28.6,1.9055762493155501,2.6294856730426672,0.8716228548940869,1.3834683190577808,0.8693760768320598,0.86991713098724,1.6609302470542704,0.044845547784870106
28.7,1.9122515387653531,2.6386668561432103,0.8745279849389389,1.3883823561521216,0.8723297378033139,0.8728610160622745,1.666800315722903,0.045120128858681594
28.8,1.918933592201843,2.647875991913118,0.8774047931867054,1.3931955750733518,0.8752894324733814,0.8758018247851516,1.6726756408663692,0.04443556045670784
28.900000000000002,1.9256210400987233,2.657150616984045,0.8804260244268137,1.3978661194451076,0.8782546170755122,0.8787408807934973,1.6785529650497768,0.044798226047551945
29.0,1.9323051563664517,2.6664552072708982,0.8833505666579754,1.4027055431708404,0.8812119098335683,0.8816250007860317,1.684428488086669,0.04638227949121456
29.1,1.9389911115710796,2.6757742546578034,0.8863623195101942,1.4077463953164235,0.8841688290758508,0.8846416280581787,1.6903062555450092,0.04574508188774762
