seed,budget,communication_ratio,policy,fleet_rmse_m,worst_node_rmse_m,centroid_rmse_m,relative_shape_rmse_m,yaw_rmse_deg,runtime_s,node1_rmse_m,node2_rmse_m,node3_rmse_m,node4_rmse_m
5,180,0.05,information,1.2014439423240741,1.235420020934086,1.1972695804263684,0.10006547023264753,0.07017982258793407,1.9340819070002908,1.150371995000693,1.235420020934086,1.2042701184377838,1.2140779682623546
5,360,0.1,cyclic,1.2026663701870806,1.2493979942056088,1.199281090734265,0.09017351820906065,0.06530963546443945,1.7229832499997428,1.1661295881419116,1.2493979942056088,1.1980392514201532,1.1956061139470178
5,360,0.1,random,1.2019558095134917,1.2638269022277215,1.1988471541055756,0.08639021423862413,0.061926404040738035,2.0315023279999878,1.179940719020048,1.2638269022277215,1.1876479029413407,1.1742082402776377
5,360,0.1,geometry,1.1987393742083488,1.22400616138242,1.1952023871032944,0.09201815657798414,0.06152556860479485,1.9799937459993089,1.1988168551507543,1.22400616138242,1.1909678782253323,1.1807399912129122
5,360,0.1,information,1.2018883699746912,1.2241978690115767,1.1979176130131868,0.09761683416915974,0.06853110246221097,2.051168660998883,1.1688090668419007,1.2045916484022552,1.2241978690115767,1.2092669345090432
5,720,0.2,cyclic,1.1999943677829499,1.209761361754359,1.1983867660973908,0.062093812521370736,0.06340863573136175,2.0879290649991162,1.1729772646177739,1.209535876699737,1.209761361754359,1.2072989182946547
5,720,0.2,random,1.1989962535932168,1.2353769063676865,1.196860215319549,0.07153769017666595,0.06095234788964903,2.2156244779998815,1.1728817870086645,1.2353769063676865,1.20558789330266,1.1811511795536989
5,720,0.2,geometry,1.2016359238575425,1.2260573193465618,1.199231027219646,0.07598576747445739,0.0700618464753941,2.065600590000031,1.1799309962875675,1.2260573193465618,1.2196499281212307,1.1801338570392368
5,720,0.2,information,1.200595775692029,1.225584782864126,1.1979843065509816,0.0791442851196989,0.07344628991407133,2.2828217549995315,1.1776477584573208,1.225584782864126,1.2104608453597387,1.188104837672798
6,180,0.05,cyclic,2.3422688607202926,2.3827511837942947,2.339611067341487,0.11155030019306873,0.07808824089064718,2.0344624549998116,2.301186232194243,2.3134931973860766,2.3827511837942947,2.3705867649454704
6,180,0.05,random,2.3409469653660344,2.3645619309327555,2.3374532830018477,0.1278469571023479,0.08465783904810294,2.102558369999315,2.3075194599535567,2.3645619309327555,2.3506712649260244,2.340657215312841
6,180,0.05,geometry,2.34336337434485,2.3664532097856057,2.3405720109330836,0.11434406787211668,0.06984870458575335,2.2017439880000893,2.2989050535519717,2.36608383993618,2.3664532097856057,2.3413649096040126
6,180,0.05,information,2.3439707388338102,2.379156963696452,2.340869850297227,0.12052870396115163,0.06913048556062047,1.6887221449997014,2.293838828180478,2.379156963696452,2.377885163452187,2.323870267441093
6,360,0.1,cyclic,2.3417169007121688,2.354597179008601,2.3395433907380743,0.1008700447843675,0.06715938865791472,1.898402573000567,2.3186325400074295,2.354597179008601,2.3483377389947093,2.3451390800889955
6,360,0.1,random,2.3482586155456473,2.366742536482795,2.3461817877917377,0.09873977981911262,0.07714830389347262,1.7165726059993176,2.341595433794546,2.366742536482795,2.3516697304218837,2.332891804475814
6,360,0.1,geometry,2.347108386619316,2.3659927298765875,2.345565640627828,0.08508586277929098,0.0636688145933853,1.9275500160001684,2.3346115835405894,2.3464909665305065,2.3659927298765875,2.341221564550198
6,360,0.1,information,2.345492056975091,2.3665870474719637,2.343878180465079,0.08699462324163637,0.07649738784494928,1.952780501000234,2.331849853899802,2.3665870474719637,2.353261814247752,2.330071414472473
6,720,0.2,cyclic,2.33862762699949,2.352316503145921,2.3375639665337253,0.07052574089212559,0.06365705965249466,2.2064086430000316,2.3191990446351896,2.345344856609037,2.352316503145921,2.3375194277329925
6,720,0.2,random,2.344527287150883,2.3648673450492677,2.3432617738612107,0.07702246007426056,0.05836506974478804,2.167087210000318,2.3278669649629347,2.3591785776108916,2.3648673450492677,2.325929292449806
6,720,0.2,geometry,2.346380927394132,2.3639186835482273,2.3455674006930773,0.061782078670667345,0.07760526401060491,2.239297665999402,2.3289352750557613,2.3546462292314745,2.3639186835482273,2.3378631061493618
6,720,0.2,information,2.3433055201194772,2.3470454618349392,2.3419241725382776,0.08044831075490602,0.07079551065013988,2.278151462000096,2.335068048857247,2.3470454618349392,2.3456010546442063,2.3454879113369285
7,180,0.05,cyclic,0.9468413796069198,1.0302713419509468,0.9389234343866679,0.12219403625169238,0.06927750757323285,2.323497409999618,1.0302713419509468,0.8917523711744769,0.9067535668067794,0.9524447658978555
7,180,0.05,random,0.9425280411146968,0.9699247393715871,0.9366378031780822,0.10520805076249432,0.05412543744904091,2.1610327620001044,0.9572017795734279,0.9249649220776148,0.9169989526779214,0.9699247393715871
7,180,0.05,geometry,0.9453467970152136,0.9556596431160147,0.940577798145204,0.09483655552181933,0.04580019770221675,2.6822330369996052,0.9555044921020844,0.9508851312320531,0.9556596431160147,0.9188392382792571
7,180,0.05,information,0.9491740831867955,0.9704859902736803,0.9437192399787371,0.10161415397201606,0.03739876056673454,2.670948610999403,0.9704859902736803,0.9281290731056732,0.9448857178552146,0.9527067268082732
7,360,0.1,cyclic,0.9429591697728238,0.9518490778327838,0.9404343462159067,0.06895822152661378,0.07620656004608325,1.9389647099997092,0.9489664508558838,0.9252040343034442,0.9518490778327838,0.9455852613710253
7,360,0.1,random,0.9428210607173606,0.9761752311191347,0.9405048562788999,0.06604670959264423,0.06262359835438339,2.5551019000013184,0.9761752311191347,0.9493348093377766,0.9276654766659089,0.9170214345696385
7,360,0.1,geometry,0.9400385392989763,0.9768372976665234,0.9362936632804982,0.08382500502915623,0.06232662702327399,2.4019510760008416,0.9768372976665234,0.9264092755612369,0.9278830511614627,0.9280504366026523
7,360,0.1,information,0.9425313638145671,0.9693905056159352,0.9402688330656184,0.0652678583957541,0.05978934012436875,2.7661941389997082,0.9693905056159352,0.9261020455647748,0.9472579353361636,0.9267043432841342
7,720,0.2,cyclic,0.9402705654488154,0.9710113854538183,0.9377760393790608,0.06844586339551335,0.07391101260097012,3.081120886001372,0.9710113854538183,0.931380573385514,0.9223144833422598,0.9356484679910316
7,720,0.2,random,0.9360731425458944,0.9476424711101358,0.9340977638135987,0.060780719263433786,0.07429876463477533,3.003642669000328,0.9476424711101358,0.9124759597909936,0.937075860497681,0.9466688513980483
7,720,0.2,geometry,0.9397262040899,0.9448195439692186,0.938345182911133,0.05092795264571927,0.06724240841091696,3.3081040710003435,0.9448195439692186,0.9401970045992347,0.9364766675204125,0.937389154875998
7,720,0.2,information,0.9423605339594293,0.9492341686352551,0.9410746136815759,0.04921328528328099,0.08065960300959991,2.1861736520004342,0.9464852299900182,0.9473341763663423,0.9262028204727006,0.9492341686352551
8,180,0.05,cyclic,0.5955828101143691,0.6500161328732845,0.5867000560399008,0.10247891464348063,0.04070468273330149,1.792427514999872,0.6500161328732845,0.5926402313419991,0.5628093290103202,0.5730425614151451
8,180,0.05,random,0.6044809304332271,0.6783293564046519,0.5885713021477916,0.13777161371441157,0.02985185557508414,2.29430665000109,0.6783293564046519,0.5641984054968309,0.6096876174231104,0.5580494903367424
8,180,0.05,geometry,0.5990470142587692,0.6094200673337015,0.5905436596129798,0.10057589862017108,0.0241576116845594,1.9963436569996702,0.6035541758775849,0.6094200673337015,0.5766240471996584,0.6060227286762332
8,180,0.05,information,0.6029473880491387,0.6370766345272569,0.5937268497337126,0.10504275634502443,0.03581473184113353,2.1717161999986274,0.5798822062729947,0.630297133056044,0.5610505535776928,0.6370766345272569
8,360,0.1,cyclic,0.5950548271556779,0.6157530329484263,0.5908434272623763,0.07067030339628387,0.03089013256180793,1.9808433890011656,0.6046074844109607,0.5874326527726511,0.5714734114118051,0.6157530329484263
8,360,0.1,random,0.6004416837688665,0.6189665659538135,0.5946860207918824,0.08293824378360254,0.04101064275971267,2.218820643000072,0.6189665659538135,0.59709776084681,0.5915937005019726,0.593710712534495
8,360,0.1,geometry,0.5931358363559044,0.6356470506961392,0.5861812363936892,0.09056311870504466,0.05048682764990333,1.9603284389995679,0.6356470506961392,0.5721331360841435,0.5714697257442033,0.5909985918529254
8,360,0.1,information,0.5963139813781881,0.6253368583283696,0.591425745460227,0.0761967977930899,0.03362682481568985,1.9257575259998703,0.6184108329038568,0.5632982969844079,0.5758283959011162,0.6253368583283696
8,720,0.2,cyclic,0.5933601752916396,0.6148177768208091,0.5902009213180108,0.06114875385072443,0.03311116826515426,1.856869082999765,0.6148177768208091,0.5862256614694656,0.5762839890582397,0.5954330605394947
8,720,0.2,random,0.5931774312421219,0.5984427457069977,0.5902308989794439,0.05905040918503138,0.022446221021099715,1.7815401740008383,0.5950971092002345,0.5984427457069977,0.5823445493190016,0.5966895309544583
8,720,0.2,geometry,0.5998867478757237,0.6121852023563925,0.5972103476423938,0.056603100142688594,0.03770108233889315,2.114232498999627,0.6121852023563925,0.5869873569202017,0.5971939113018431,0.6029021431736269
8,720,0.2,information,0.5960229215543997,0.6080150596303044,0.592448184963936,0.06518029726213237,0.03140471702453885,2.1106552300007024,0.597067054530083,0.5801345640360629,0.5985363809670915,0.6080150596303044
9,180,0.05,cyclic,1.3785275945307836,1.4206157998066924,1.3749400285509168,0.09938936950817409,0.05418165295981047,1.9873228590004146,1.3220302978278782,1.3614332034439587,1.4206157998066924,1.407813762205909
9,180,0.05,random,1.3855465192186012,1.459471591576109,1.3737309351761624,0.1805615536563843,0.04066973180994795,1.8235149409993028,1.2931323269026098,1.3673271371522895,1.459471591576109,1.4167302446774384
9,180,0.05,geometry,1.3799007397877503,1.4367409567575167,1.3753219619956778,0.11231897666529699,0.061089271787296964,1.779650947999471,1.3452494819927503,1.361776783592198,1.3740987783671679,1.4367409567575167
9,180,0.05,information,1.3855460507483033,1.3992827245629977,1.382020347037852,0.09878066165801119,0.045460622911720455,1.6842793980013084,1.3992827245629977,1.3521150398466038,1.396617877129197,1.3936293323621536
9,360,0.1,cyclic,1.3759579603796885,1.3958480778351252,1.373508035811602,0.08207304242676963,0.06753856488411478,1.7361286850009492,1.3657548975351244,1.3882477009118739,1.3535624327324667,1.3958480778351252
9,360,0.1,random,1.377982956906684,1.4253555289904263,1.3743779367668212,0.09961082498335022,0.05656378870457099,1.7259939970008418,1.3463870548058814,1.3566922928730787,1.3821496500695971,1.4253555289904263
9,360,0.1,geometry,1.380574036280265,1.4167840244688839,1.375321457772273,0.12031441078412844,0.05807234859361755,1.7748413259996596,1.3454861870408026,1.365564471344989,1.393399548477451,1.4167840244688839
9,360,0.1,information,1.378995401312551,1.3969929607189324,1.3760670310940084,0.08982117109726796,0.05417549744420564,1.9676470000013069,1.371460946964447,1.3628737068895695,1.3844110896286768,1.3969929607189324
9,720,0.2,cyclic,1.379382246838823,1.3959500317947209,1.3773620929647121,0.07462605280990797,0.049723738973621395,1.8527399849990616,1.3531327533426036,1.377365042386561,1.3906841237864698,1.3959500317947209
9,720,0.2,random,1.3810302836550743,1.4213529781133913,1.377896287777722,0.09298636728460676,0.06334169065265605,1.931947447001221,1.3582827602311693,1.3642834545243445,1.3793233442771002,1.4213529781133913
9,720,0.2,geometry,1.3768998868589688,1.4136209628746794,1.3746133132858593,0.0793192118563571,0.047600074209472064,2.1191986970006838,1.3541424053903157,1.376101444825335,1.3629864733457893,1.4136209628746794
9,720,0.2,information,1.3764630818313792,1.3936950058483275,1.3748621801252905,0.06636717039223287,0.08563010110947966,2.2251722820001305,1.3854691083832265,1.3574753810017184,1.3689238959644212,1.3936950058483275
