rate_hz,time_s,mean_fleet_rms_error_m,std_fleet_rms_error_m,p95_fleet_rms_error_m,mean_centroid_error_m,std_centroid_error_m,p95_centroid_error_m,mean_shape_rms_error_m,std_shape_rms_error_m,p95_shape_rms_error_m
2,10.3,0.3259689,0.1271568,0.4885783,0.3157794,0.1313025,0.4869189,0.06755596,0.03174561,0.1335485
2,10.4,0.3291754,0.1283955,0.4933526,0.318895,0.1325642,0.4916734,0.06823956,0.0319914,0.134748
2,10.5,0.3312374,0.1303014,0.4992896,0.3219821,0.1338412,0.4965206,0.06373102,0.03396281,0.122864
2,10.6,0.3344358,0.1315572,0.504122,0.3251011,0.1351108,0.5013136,0.06435953,0.03424706,0.1239409
2,10.7,0.3376248,0.1328116,0.5089654,0.3282125,0.1363767,0.5061146,0.06498042,0.03453289,0.1250307
2,10.8,0.3408146,0.1340758,0.5138317,0.3313236,0.1376506,0.5109362,0.06560976,0.03482031,0.1261221
2,10.9,0.3440061,0.1353426,0.518742,0.3344366,0.1389255,0.5157981,0.0662441,0.03510207,0.1272172
2,11,0.3466933,0.1368796,0.5220171,0.337531,0.1401858,0.5205676,0.06624302,0.03261724,0.1366253
2,11.1,0.3498837,0.1381521,0.5268927,0.3406443,0.141466,0.525421,0.06688915,0.03285646,0.1377325
2,11.2,0.3530727,0.1394211,0.5317448,0.3437531,0.1427454,0.5302482,0.06754468,0.03309819,0.1388518
2,11.3,0.3562568,0.1407031,0.5365933,0.3468557,0.1440374,0.5350698,0.06820484,0.03334347,0.1399978
2,11.4,0.3594298,0.1419855,0.5413988,0.3499477,0.1453313,0.5398497,0.06885959,0.03358442,0.1411194
2,11.5,0.3616725,0.1449803,0.5463221,0.3530447,0.1466404,0.5447214,0.06837575,0.03294839,0.1226416
2,11.6,0.3648382,0.1462794,0.5511077,0.3561308,0.1479336,0.5494907,0.06904398,0.03321965,0.1237295
2,11.7,0.3679998,0.1475819,0.5558671,0.3592114,0.1492307,0.5542332,0.06971577,0.03349572,0.1248392
2,11.8,0.3711578,0.1488879,0.560599,0.3622897,0.1505293,0.5589488,0.07038005,0.03378006,0.1259334
2,11.9,0.3743166,0.1501939,0.5653438,0.3653659,0.1518292,0.5636779,0.07105264,0.03407438,0.127082
2,12,0.3756158,0.1520729,0.5706375,0.3684382,0.153105,0.5681516,0.06419948,0.03111413,0.1124851
2,12.1,0.3787517,0.1533949,0.5753863,0.371506,0.1544222,0.5728486,0.06482919,0.03133805,0.113354
2,12.2,0.3818874,0.154723,0.5801269,0.3745732,0.1557459,0.5775379,0.06545928,0.0315606,0.1141908
2,12.3,0.3850223,0.1560524,0.584859,0.3776394,0.1570709,0.5822186,0.06609261,0.03177956,0.1150035
2,12.4,0.3881624,0.1573775,0.5895966,0.3807088,0.1583922,0.5869072,0.06673544,0.03200088,0.1158394
2,12.5,0.3895669,0.1588013,0.593455,0.383782,0.1597177,0.5913368,0.05701285,0.03155612,0.121195
2,12.6,0.3926807,0.1601266,0.5981472,0.3868353,0.161043,0.59599,0.0575998,0.03177509,0.1220576
2,12.7,0.3958024,0.1614533,0.6028486,0.3898968,0.1623705,0.6006538,0.05818791,0.03198768,0.1228889
2,12.8,0.3989355,0.1627861,0.6075657,0.3929689,0.1637042,0.6053326,0.05879063,0.03218067,0.1236533
2,12.9,0.4020681,0.1641274,0.6122899,0.3960389,0.1650469,0.6100162,0.05940701,0.03236647,0.1243896
2,13,0.4036178,0.1654135,0.6155168,0.3990551,0.166375,0.614627,0.05208785,0.02607879,0.1054332
2,13.1,0.4067279,0.1667408,0.6202605,0.4021121,0.1677103,0.6193549,0.05265565,0.02621326,0.1061218
2,13.2,0.4098344,0.1680709,0.6249761,0.405166,0.1690475,0.6240543,0.05322437,0.02633999,0.1068108
2,13.3,0.4129391,0.1694076,0.6297246,0.4082183,0.1703899,0.6287875,0.05379393,0.02647046,0.1075253
2,13.4,0.4160539,0.1707493,0.6345315,0.4112796,0.1717377,0.6335773,0.05437424,0.02659274,0.1082737
2,13.5,0.4189321,0.1714343,0.6391258,0.4143141,0.1731112,0.6384373,0.05265446,0.02354137,0.1016278
2,13.6,0.4220529,0.1727584,0.64383,0.4173766,0.1744516,0.6431337,0.05324432,0.02366279,0.1027975
2,13.7,0.4251755,0.1740858,0.648523,0.4204389,0.1757958,0.6478199,0.05384682,0.02378723,0.1039744
2,13.8,0.4283002,0.1754181,0.6532708,0.4235015,0.1771448,0.6525603,0.0544632,0.02390653,0.1051226
2,13.9,0.4314211,0.1767469,0.6580208,0.4265594,0.1784903,0.6573029,0.05508474,0.02403031,0.1062934
2,14,0.4347906,0.1785119,0.6623819,0.4297352,0.1797833,0.6618291,0.05778493,0.02510312,0.09205096
2,14.1,0.4379041,0.1798376,0.667087,0.4327835,0.1811215,0.6665264,0.05841747,0.02524926,0.0928252
2,14.2,0.4410233,0.1811709,0.6718121,0.4358353,0.1824692,0.6712434,0.05905869,0.02539583,0.09362431
2,14.3,0.4441483,0.1825001,0.6765598,0.4388912,0.183814,0.6759825,0.05970875,0.02554253,0.09442299
2,14.4,0.4472785,0.1838259,0.6813136,0.4419527,0.185156,0.6807275,0.06035811,0.02568097,0.0952084
2,14.5,0.4501778,0.1855983,0.6859269,0.4450782,0.1865867,0.6852878,0.0605646,0.02401449,0.09684218
2,14.6,0.4533136,0.1869308,0.6906157,0.4481415,0.1879307,0.6899716,0.06124835,0.02417019,0.09795126
2,14.7,0.456444,0.1882662,0.6952905,0.4511978,0.1892785,0.6946408,0.06193788,0.02432734,0.09909654
2,14.8,0.4595723,0.189597,0.6999563,0.4542526,0.1906212,0.6993003,0.06262378,0.02448401,0.1002753
2,14.9,0.4626916,0.1909266,0.7046074,0.4572984,0.1919632,0.7039417,0.06331092,0.02463142,0.1014695
2,15,0.4649358,0.1924162,0.7095502,0.4603889,0.1931886,0.7085821,0.05935801,0.02054596,0.09328828
2,15.1,0.468032,0.193744,0.7142123,0.4634318,0.1945211,0.7132208,0.05994439,0.02064535,0.09388663
2,15.2,0.4711369,0.1950799,0.7188913,0.4664828,0.1958615,0.7178762,0.06053589,0.02074876,0.09450735
2,15.3,0.4742489,0.1964195,0.7235919,0.4695387,0.1972064,0.7225517,0.06113822,0.02085768,0.09513143
2,15.4,0.4773649,0.1977585,0.7282882,0.4725978,0.1985502,0.7272213,0.06174971,0.02096271,0.09575748
2,15.5,0.4801973,0.1994959,0.7323549,0.4756318,0.1998964,0.7317004,0.06122736,0.0220795,0.09105526
2,15.6,0.4833222,0.2008603,0.7370551,0.478702,0.2012655,0.7363817,0.06183029,0.02217138,0.09183813
2,15.7,0.4864433,0.202233,0.7418119,0.4817675,0.2026422,0.7411197,0.06243909,0.02226943,0.09261804
2,15.8,0.4895595,0.2036171,0.7465721,0.4848279,0.2040304,0.7458606,0.06304813,0.0223682,0.09340766
2,15.9,0.4926744,0.2050009,0.751272,0.4878853,0.2054185,0.7505405,0.06366555,0.02247297,0.09423262
2,16,0.495568,0.2064462,0.7572172,0.4909268,0.2067801,0.7553294,0.06148871,0.02649016,0.1167141
2,16.1,0.4986849,0.2078276,0.7619713,0.4939832,0.2081749,0.7600657,0.06208696,0.02666085,0.1178875
2,16.2,0.5017975,0.2092069,0.7667341,0.4970334,0.2095694,0.7648112,0.06269664,0.02682201,0.1190294
2,16.3,0.5049102,0.2105906,0.7715308,0.5000829,0.2109696,0.7695918,0.06330798,0.02698377,0.1201623
2,16.4,0.5080259,0.211972,0.7763439,0.5031337,0.2123696,0.7743865,0.06392528,0.02714445,0.1212811
2,16.5,0.5106307,0.2135372,0.7802742,0.5061624,0.2137732,0.7794989,0.05934018,0.03122466,0.1342602
2,16.6,0.5137406,0.2149376,0.7850835,0.5092177,0.2151844,0.7843008,0.05987645,0.03146768,0.1352066
2,16.7,0.5168499,0.2163371,0.7898962,0.512272,0.2165936,0.7891065,0.06041802,0.03171136,0.1361891
2,16.8,0.5199632,0.2177378,0.7947361,0.5153303,0.2180036,0.7939393,0.06096465,0.03194858,0.1371668
2,16.9,0.5230794,0.2191386,0.7995574,0.5183913,0.2194148,0.7987535,0.06150937,0.03218421,0.1381424
2,17,0.5254272,0.2205395,0.8060037,0.5214531,0.2208175,0.8037151,0.05750666,0.02784842,0.123763
2,17.1,0.5285233,0.2219287,0.8108921,0.5245033,0.222219,0.8085911,0.05800692,0.0280204,0.1249066
2,17.2,0.5316235,0.2233101,0.8157797,0.5275564,0.2236126,0.8134635,0.05851703,0.02819491,0.126074
2,17.3,0.5347223,0.2246881,0.8206961,0.530606,0.2250037,0.8183621,0.05904113,0.02836758,0.1272525
2,17.4,0.5378168,0.2260692,0.8255872,0.5336499,0.2263983,0.8232312,0.05957725,0.02854037,0.1284157
2,17.5,0.5408058,0.2269268,0.8298391,0.5366656,0.2277807,0.8282097,0.05793841,0.02782011,0.1244498
2,17.6,0.5439008,0.2283082,0.834751,0.5397074,0.22918,0.833103,0.05848248,0.0280035,0.1255889
2,17.7,0.5469863,0.2296849,0.8396698,0.5427403,0.2305734,0.8380032,0.05902988,0.02817353,0.126713
2,17.8,0.550073,0.2310731,0.8445739,0.5457727,0.231979,0.8428897,0.05958917,0.0283416,0.1278518
2,17.9,0.5531659,0.2324622,0.8494472,0.548811,0.2333852,0.8477442,0.06015199,0.02851126,0.1290208
2,18,0.5557104,0.2340136,0.8543481,0.5519929,0.2347731,0.8528568,0.05493406,0.02831971,0.09135152
2,18.1,0.5587927,0.2353932,0.8592203,0.5550283,0.2361653,0.8577138,0.05544837,0.02851499,0.092251
2,18.2,0.5618733,0.2367755,0.8641192,0.5580606,0.2375605,0.8625971,0.05597567,0.02870769,0.09315213
2,18.3,0.5649567,0.2381527,0.869021,0.5610944,0.2389529,0.8674853,0.05650862,0.02889709,0.09408676
2,18.4,0.5680415,0.2395314,0.8739342,0.5641292,0.2403468,0.8723849,0.05704149,0.0290907,0.09506401
2,18.5,0.570603,0.2418371,0.8777697,0.5670414,0.2416492,0.8765891,0.05626599,0.03199158,0.1096678
2,18.6,0.5736805,0.2432289,0.882606,0.5700701,0.2430486,0.8814145,0.05679982,0.03222282,0.1104865
2,18.7,0.5767586,0.2446255,0.8874232,0.5730993,0.2444523,0.8862206,0.05733258,0.03246441,0.1113318
2,18.8,0.5798379,0.2460231,0.892255,0.5761289,0.2458572,0.8910416,0.0578614,0.03271885,0.1121631
2,18.9,0.5829204,0.2474255,0.8971073,0.5791613,0.2472665,0.8958845,0.05838636,0.03299276,0.1130595
2,19,0.5864129,0.2480388,0.9011364,0.5821844,0.2485462,0.9004527,0.06210806,0.02981824,0.1025311
2,19.1,0.589515,0.2494355,0.905974,0.5852232,0.2499601,0.9052743,0.06272315,0.03006251,0.1034182
2,19.2,0.5926116,0.2508239,0.910803,0.5882562,0.2513661,0.9100863,0.06333818,0.03030978,0.1043002
2,19.3,0.595709,0.2522168,0.9156554,0.5912887,0.2527771,0.9149218,0.06395841,0.03056338,0.1051801
2,19.4,0.598807,0.2536069,0.9205063,0.5943198,0.2541859,0.919756,0.0645872,0.03082931,0.1060617
2,19.5,0.6019965,0.2543047,0.9250853,0.5973144,0.2555633,0.9247395,0.06326493,0.03249601,0.101863
2,19.6,0.6050942,0.255678,0.9299676,0.600347,0.2569618,0.9296165,0.06386351,0.03274712,0.1027752
2,19.7,0.60819,0.2570484,0.9348569,0.6033779,0.2583564,0.9345005,0.06446,0.03300304,0.1037094
2,19.8,0.6112795,0.2584227,0.9397324,0.6064013,0.2597549,0.939371,0.0650597,0.0332685,0.1046501
2,19.9,0.6143696,0.2597991,0.9446161,0.6094231,0.2611571,0.9442493,0.06567248,0.03353808,0.1056214
2,20,0.6167455,0.2620543,0.9499335,0.612504,0.2626218,0.9494077,0.06288925,0.03205219,0.1170068
2,20.1,0.6198384,0.2634421,0.9548516,0.6155327,0.2640306,0.9543148,0.06350987,0.03229332,0.1179523
2,20.2,0.6229258,0.264838,0.9597664,0.6185556,0.2654472,0.9592175,0.0641309,0.03253903,0.1188753
2,20.3,0.6260109,0.2662417,0.9646812,0.6215751,0.2668725,0.9641185,0.06475803,0.03278367,0.1197854
2,20.4,0.6291016,0.2676374,0.9695558,0.6246004,0.2682904,0.9689787,0.06537964,0.03302683,0.1206892
2,20.5,0.6314071,0.2697289,0.9744029,0.6275784,0.2695936,0.9733423,0.06150593,0.03413081,0.1465445
2,20.6,0.6344831,0.271122,0.9792776,0.6305987,0.271002,0.9781942,0.06210816,0.03431104,0.1475133
2,20.7,0.6375551,0.272512,0.9841395,0.6336143,0.2724081,0.9830345,0.06271116,0.0344958,0.1484748
2,20.8,0.6406254,0.2739013,0.9890198,0.6366269,0.2738144,0.987893,0.06331967,0.03468506,0.1494512
2,20.9,0.6436925,0.2752952,0.9938994,0.6396348,0.2752268,0.9927508,0.06393684,0.03487156,0.150444
2,21,0.6459129,0.2770663,0.9986994,0.6426242,0.276679,0.9978074,0.05883573,0.0321125,0.1359827
2,21.1,0.6489774,0.2784667,1.003621,0.6456367,0.2780949,1.00271,0.05943092,0.03227229,0.1369725
2,21.2,0.6520419,0.2798685,1.008583,0.6486479,0.2795134,1.007653,0.06003379,0.03243188,0.1379784
2,21.3,0.6551076,0.2812664,1.013547,0.6516596,0.2809288,1.012597,0.06063809,0.03259183,0.1389836
2,21.4,0.65817,0.2826591,1.018545,0.6546682,0.2823387,1.017576,0.06123689,0.03275547,0.1400061
2,21.5,0.6610146,0.2835616,1.023514,0.6577829,0.283804,1.022762,0.05823838,0.02790102,0.1221888
2,21.6,0.6640691,0.2849418,1.028544,0.6607871,0.2852044,1.027777,0.05880908,0.02805174,0.1229845
2,21.7,0.6671213,0.2863219,1.033608,0.6637884,0.2866042,1.032827,0.05938051,0.02821173,0.1238045
2,21.8,0.6701736,0.2877037,1.038665,0.6667895,0.2880052,1.037869,0.05995801,0.02836968,0.1246522
2,21.9,0.6732179,0.2890878,1.043722,0.6697816,0.289408,1.042911,0.06054079,0.02853969,0.1255522
2,22,0.676182,0.2908783,1.048851,0.6728355,0.2907468,1.047954,0.06000791,0.03222095,0.145447
2,22.1,0.6792295,0.292273,1.05392,0.6758328,0.2921526,1.05301,0.06059467,0.03241095,0.1464863
2,22.2,0.6822784,0.2936633,1.058979,0.6788303,0.293555,1.058056,0.06119012,0.03259638,0.1475123
2,22.3,0.6853327,0.2950534,1.064039,0.681832,0.2949575,1.063101,0.06179838,0.03278061,0.1485564
2,22.4,0.6883868,0.2964447,1.069069,0.6848322,0.2963611,1.068115,0.06241586,0.03296962,0.1496416
2,22.5,0.691325,0.2976702,1.074117,0.6879812,0.297754,1.073284,0.05877186,0.03419241,0.1350901
2,22.6,0.6943664,0.2990595,1.079177,0.6909735,0.2991567,1.078328,0.05934308,0.03438974,0.1360599
2,22.7,0.6974015,0.3004455,1.084227,0.6939589,0.300555,1.083361,0.05992647,0.03458443,0.1370843
2,22.8,0.7004467,0.3018219,1.089294,0.6969535,0.301944,1.088412,0.06052025,0.03477191,0.1381167
2,22.9,0.7034922,0.3031932,1.094368,0.6999461,0.3033289,1.093469,0.06113659,0.03495703,0.1391565
2,23,0.7060156,0.3046683,1.099496,0.7029562,0.3046825,1.098594,0.05666022,0.03390476,0.1264237
2,23.1,0.7090404,0.3060452,1.104606,0.7059359,0.3060696,1.10368,0.05724442,0.03405353,0.127376
2,23.2,0.7120657,0.3074147,1.109718,0.7089156,0.3074503,1.108769,0.05783338,0.03419388,0.1283367
2,23.3,0.7150989,0.3087755,1.114856,0.7119024,0.3088225,1.113883,0.05843004,0.03433185,0.1293023
2,23.4,0.7181386,0.3101298,1.11999,0.7148963,0.3101887,1.118996,0.05901645,0.03446823,0.1302345
2,23.5,0.7209175,0.3114123,1.125195,0.7177939,0.3116284,1.123921,0.05723203,0.03387899,0.1173596
2,23.6,0.7239582,0.3127545,1.130331,0.7207882,0.3129844,1.129035,0.05783592,0.03399943,0.1182381
2,23.7,0.7269994,0.3141043,1.135488,0.7237825,0.3143471,1.134168,0.05844528,0.03412484,0.1191449
2,23.8,0.7300383,0.3154626,1.140657,0.7267749,0.315718,1.139314,0.05904903,0.03424811,0.1200741
2,23.9,0.7330753,0.3168207,1.145798,0.7297639,0.3170905,1.144432,0.05966313,0.03436336,0.1210296
2,24,0.7361877,0.318406,1.150978,0.7327143,0.3185928,1.149277,0.06126431,0.03606656,0.1087232
2,24.1,0.7392131,0.319769,1.156124,0.7356882,0.3199728,1.154397,0.06187768,0.03621843,0.1096598
2,24.2,0.7422338,0.3211288,1.161248,0.7386563,0.3213496,1.159495,0.06250691,0.03635922,0.110589
2,24.3,0.745254,0.3224768,1.166352,0.7416241,0.3227137,1.164574,0.06313466,0.03650592,0.1115401
2,24.4,0.7482771,0.3238206,1.171461,0.7445932,0.3240749,1.169658,0.06376917,0.036657,0.1125054
2,24.5,0.7512876,0.3252421,1.177341,0.7477234,0.325503,1.175002,0.06103043,0.03916029,0.1299234
2,24.6,0.7543146,0.3265923,1.182422,0.7507016,0.3268666,1.18005,0.06160853,0.0393602,0.1309627
2,24.7,0.75735,0.3279461,1.187497,0.7536883,0.328233,1.18509,0.06218727,0.03956297,0.1319938
2,24.8,0.7603894,0.329298,1.192558,0.756679,0.3295966,1.190114,0.06277493,0.03975439,0.1330035
2,24.9,0.7634292,0.3306489,1.197656,0.7596691,0.3309596,1.195174,0.06337249,0.03994347,0.1340244
2,25,0.766193,0.3315773,1.202872,0.7627358,0.3322265,1.200008,0.06135401,0.03421588,0.1245004
2,25.1,0.7692326,0.3329206,1.207967,0.7657287,0.3335844,1.205063,0.06194981,0.03433811,0.1253719
2,25.2,0.7722696,0.3342604,1.213077,0.7687193,0.3349378,1.210136,0.06255014,0.03445535,0.1262191
2,25.3,0.7753,0.3355909,1.218133,0.7717025,0.3362812,1.215157,0.06315728,0.03457784,0.1270637
2,25.4,0.7783321,0.3369222,1.223182,0.7746863,0.337627,1.220166,0.06377221,0.03469315,0.127911
2,25.5,0.781138,0.33804,1.22957,0.7777047,0.338807,1.224762,0.06176383,0.03315035,0.1232611
2,25.6,0.7841706,0.3393768,1.234576,0.7806919,0.3401574,1.229707,0.0623567,0.03326852,0.124107
2,25.7,0.7872045,0.3407067,1.23951,0.7836799,0.3415001,1.234579,0.0629563,0.03338708,0.1249385
2,25.8,0.7902432,0.3420327,1.244448,0.7866707,0.3428408,1.239456,0.06357562,0.03349596,0.1258193
2,25.9,0.7932782,0.3433589,1.249354,0.7896566,0.3441828,1.244306,0.06420686,0.0335939,0.126707
2,26,0.7958462,0.3446327,1.252774,0.7928137,0.3455335,1.249677,0.05927559,0.02740617,0.1088585
2,26.1,0.7988824,0.3459634,1.257702,0.7958055,0.3468806,1.254563,0.05989195,0.02745325,0.1096228
2,26.2,0.8019224,0.3472982,1.262665,0.7988002,0.3482325,1.259483,0.06051489,0.02750053,0.1104046
2,26.3,0.8049614,0.3486375,1.267661,0.8017937,0.349588,1.264436,0.06114327,0.02754414,0.1111627
2,26.4,0.8079954,0.3499772,1.272697,0.8047821,0.3509431,1.269428,0.06177457,0.02758587,0.1119076
2,26.5,0.810874,0.3514891,1.277205,0.8078465,0.3522884,1.274587,0.06051153,0.02723752,0.10325
2,26.6,0.8139039,0.3528381,1.282254,0.8108325,0.3536503,1.279594,0.0611322,0.02729978,0.103878
2,26.7,0.8169289,0.3541882,1.287343,0.8138134,0.3550129,1.284638,0.06175425,0.02736248,0.1044842
2,26.8,0.8199534,0.3555432,1.29246,0.8167942,0.3563795,1.289706,0.06237387,0.0274284,0.1050502
2,26.9,0.8229795,0.3568943,1.297573,0.8197763,0.3577425,1.294774,0.0629932,0.02749066,0.1056129
2,27,0.8258209,0.3579438,1.303598,0.8227736,0.3591964,1.299634,0.05879738,0.02740175,0.1116759
2,27.1,0.8288313,0.3592695,1.308669,0.8257453,0.3605355,1.30465,0.05935943,0.02746778,0.1120179
2,27.2,0.8318407,0.3605965,1.31373,0.8287152,0.3618768,1.309656,0.05992955,0.02752577,0.112357
2,27.3,0.8348501,0.3619324,1.31884,0.8316853,0.3632257,1.314713,0.06050638,0.02757192,0.1127323
2,27.4,0.8378602,0.3632692,1.323949,0.8346556,0.3645764,1.319772,0.06108653,0.02761141,0.1131022
2,27.5,0.8408957,0.364694,1.329399,0.8377397,0.365854,1.324938,0.05918066,0.03228646,0.1157949
2,27.6,0.8439043,0.3660144,1.33447,0.840711,0.3671852,1.32996,0.0597352,0.03237474,0.1162575
2,27.7,0.8469018,0.3673346,1.339522,0.8436713,0.3685162,1.334962,0.06028493,0.03246451,0.116698
2,27.8,0.849894,0.3686545,1.34456,0.8466266,0.3698468,1.339951,0.06082917,0.03254968,0.1171353
2,27.9,0.8528908,0.3699685,1.349613,0.8495849,0.3711735,1.344957,0.06138581,0.03263132,0.1175614
2,28,0.8561581,0.3703909,1.353388,0.8524911,0.3725003,1.350083,0.06127881,0.03279581,0.114568
2,28.1,0.8591614,0.3716996,1.358435,0.8554479,0.3738305,1.355097,0.06189084,0.03288783,0.1151237
2,28.2,0.8621657,0.3729925,1.363431,0.8584043,0.3751468,1.36006,0.06250782,0.0329805,0.1157137
2,28.3,0.8651726,0.37428,1.368413,0.861362,0.3764591,1.365009,0.06313185,0.03307599,0.1163081
2,28.4,0.8681812,0.3755627,1.373378,0.8643211,0.3777671,1.369942,0.06375559,0.03316947,0.1169254
2,28.5,0.8701799,0.3774029,1.377761,0.8672082,0.3788709,1.374833,0.0588268,0.02611098,0.09697458
2,28.6,0.8731862,0.3787036,1.382727,0.8701722,0.380192,1.379775,0.05942033,0.02617032,0.09735939
2,28.7,0.876181,0.3800003,1.387652,0.873123,0.3815098,1.384676,0.06002706,0.02623854,0.0977384
2,28.8,0.879182,0.3812848,1.392554,0.8760797,0.382815,1.389553,0.06063717,0.0263106,0.0981438
2,28.9,0.8821884,0.3825676,1.397457,0.8790418,0.3841176,1.394432,0.06125121,0.0263837,0.09860845
2,29,0.8847424,0.3845981,1.402067,0.8818963,0.3856412,1.399483,0.06113616,0.02355659,0.1060547
2,29.1,0.8877348,0.3858963,1.406946,0.8848494,0.3869548,1.404339,0.06172084,0.02357409,0.1065592
2,29.2,0.8907233,0.3871941,1.411863,0.8877983,0.3882688,1.409234,0.06230147,0.02359861,0.1070909
2,29.3,0.8937127,0.3884975,1.416795,0.8907473,0.3895892,1.414143,0.0628834,0.02362616,0.1076076
2,29.4,0.896698,0.3898058,1.421742,0.8936915,0.3909144,1.419068,0.06347296,0.02365763,0.1081557
2,29.5,0.8993833,0.3912871,1.427053,0.8965589,0.3921764,1.42395,0.06166326,0.02530583,0.1030908
2,29.6,0.9023668,0.3926026,1.431975,0.8995032,0.3935066,1.42885,0.06221914,0.02541612,0.1036144
2,29.7,0.905357,0.393925,1.436945,0.9024527,0.394845,1.433797,0.06278411,0.02553156,0.1041553
2,29.8,0.9083428,0.3952443,1.44193,0.9053961,0.3961821,1.438761,0.0633592,0.0256497,0.1047135
2,29.9,0.9113362,0.3965629,1.446903,0.9083456,0.3975199,1.443713,0.0639462,0.02576956,0.105302
2,30,0.9143052,0.3979701,1.451243,0.9114101,0.398876,1.449307,0.06413814,0.0226253,0.09883163
2,30.1,0.9172997,0.3992772,1.45617,0.9143585,0.4002068,1.454216,0.06475597,0.02266305,0.09969388
2,30.2,0.9203027,0.4005828,1.461059,0.9173154,0.4015357,1.45909,0.06537472,0.0227027,0.1005948
2,30.3,0.9233127,0.4018778,1.465923,0.920279,0.402855,1.46394,0.06599004,0.0227384,0.1014815
2,30.4,0.9263274,0.4031689,1.470755,0.9232463,0.4041719,1.468759,0.06660752,0.02277758,0.1023555
2,30.5,0.9289536,0.4042811,1.475931,0.9260125,0.4052999,1.473358,0.06411888,0.02429552,0.1042007
2,30.6,0.9319641,0.4055754,1.480791,0.9289784,0.4066212,1.478204,0.06471368,0.02431309,0.1045182
2,30.7,0.9349785,0.4068747,1.485694,0.9319465,0.4079495,1.483091,0.06531311,0.02433763,0.1048375
2,30.8,0.9379854,0.4081755,1.490538,0.9349072,0.4092791,1.487919,0.06591005,0.02436532,0.105117
2,30.9,0.9409933,0.4094689,1.495341,0.9378681,0.4106023,1.492704,0.06651195,0.0243874,0.1053996
2,31,0.9440472,0.4115095,1.50181,0.9407989,0.4121211,1.496736,0.06912202,0.03019501,0.1241281
2,31.1,0.9470557,0.4128051,1.506646,0.9437593,0.4134482,1.501543,0.0697171,0.0302209,0.1246876
2,31.2,0.9500603,0.4140951,1.511455,0.9467148,0.4147698,1.506325,0.07032027,0.03025256,0.1252312
2,31.3,0.9530678,0.4153909,1.51624,0.9496726,0.4160983,1.511085,0.07092314,0.0302847,0.1257463
2,31.4,0.9560769,0.4166889,1.521023,0.9526317,0.4174301,1.515848,0.07152485,0.03030909,0.1262024
2,31.5,0.958533,0.417878,1.525549,0.9554798,0.4183034,1.520419,0.06592011,0.03495117,0.1283916
2,31.6,0.9615442,0.4191652,1.530333,0.9584455,0.4196135,1.525183,0.06650977,0.03507392,0.1288737
2,31.7,0.9645613,0.4204497,1.535162,0.961416,0.4209223,1.529994,0.06710819,0.03518997,0.129317
2,31.8,0.9675714,0.4217204,1.539947,0.9643784,0.4222186,1.534763,0.06771423,0.03530605,0.1297346
2,31.9,0.9705812,0.4229892,1.544752,0.9673391,0.423514,1.539552,0.06832729,0.03542489,0.1301496
2,32,0.9735227,0.4237427,1.548467,0.9704092,0.4248778,1.544978,0.06683328,0.02656823,0.1094307
2,32.1,0.976528,0.4250216,1.553302,0.9733662,0.4261879,1.549808,0.06743714,0.02664216,0.1102046
2,32.2,0.9795339,0.4263009,1.558142,0.9763222,0.4274986,1.554644,0.06805865,0.02672082,0.111046
2,32.3,0.9825404,0.4275821,1.562965,0.9792777,0.4288116,1.559465,0.06868668,0.02680474,0.1119063
2,32.4,0.9855479,0.4288549,1.567788,0.9822339,0.4301163,1.564288,0.06931927,0.02688731,0.1127896
2,32.5,0.9878736,0.430736,1.573035,0.9852296,0.4313202,1.569148,0.06489861,0.02354327,0.1113431
2,32.6,0.9908869,0.4320202,1.577865,0.9881995,0.4326254,1.57398,0.06552382,0.02357939,0.1115014
2,32.7,0.9939038,0.4333016,1.582697,0.9911727,0.4339278,1.578814,0.06615031,0.02361149,0.1116416
2,32.8,0.9969268,0.4345829,1.587512,0.9941511,0.4352307,1.583635,0.06678586,0.02364123,0.1117395
2,32.9,0.9999596,0.4358653,1.592339,0.9971387,0.4365349,1.588469,0.06742452,0.02367337,0.1118235
2,33,1.003219,0.4372064,1.597411,1.000224,0.4378985,1.59323,0.06747292,0.0303056,0.1160434
2,33.1,1.006252,0.4385118,1.602262,1.003213,0.4392234,1.598086,0.06808819,0.03039076,0.1161783
2,33.2,1.009288,0.4398161,1.607123,1.006205,0.4405469,1.602951,0.06870043,0.03048427,0.1163376
2,33.3,1.012328,0.4411314,1.611985,1.0092,0.4418823,1.607817,0.06931139,0.03058638,0.1164992
2,33.4,1.015378,0.4424509,1.616842,1.012204,0.443222,1.612676,0.06993407,0.03069768,0.1166782
2,33.5,1.017763,0.4438782,1.620068,1.01528,0.4443793,1.6183,0.06296753,0.0263358,0.1011107
2,33.6,1.020809,0.4452008,1.624918,1.018292,0.4457118,1.623159,0.06351141,0.02649389,0.1017778
2,33.7,1.023857,0.446513,1.629755,1.021305,0.447034,1.628005,0.06405387,0.02665543,0.1024633
2,33.8,1.026907,0.4478203,1.634548,1.024319,0.4483513,1.632805,0.06460031,0.02682204,0.1031889
2,33.9,1.029956,0.4491244,1.639322,1.027332,0.4496657,1.637588,0.06515242,0.02698729,0.1038992
2,34,1.032989,0.4501771,1.643722,1.03044,0.4509127,1.642688,0.06280354,0.0268735,0.09940555
2,34.1,1.036044,0.4514668,1.648485,1.033457,0.4522153,1.647452,0.06336673,0.0270449,0.1004482
