rate_hz,time_s,mean_fleet_rms_error_m,std_fleet_rms_error_m,p95_fleet_rms_error_m,mean_centroid_error_m,std_centroid_error_m,p95_centroid_error_m,mean_shape_rms_error_m,std_shape_rms_error_m,p95_shape_rms_error_m
0,55.9,3.763476,0.9751591,5.208988,1.710254,0.7244972,2.599717,3.287052,0.9396578,4.579004
0,56,3.770347,0.9769569,5.218621,1.71339,0.7257841,2.603865,3.293048,0.9414091,4.587837
0,56.1,3.777213,0.9787557,5.228255,1.716525,0.7270787,2.608013,3.299039,0.943161,4.596671
0,56.2,3.784076,0.9805608,5.237899,1.719651,0.7283712,2.612164,3.305029,0.9449264,4.605515
0,56.3,3.790935,0.982373,5.247575,1.722765,0.7296639,2.616359,3.31102,0.9466989,4.61437
0,56.4,3.797789,0.9841851,5.257266,1.725873,0.7309631,2.620567,3.317009,0.9484694,4.623235
0,56.5,3.804652,0.9859945,5.266963,1.728986,0.7322716,2.624794,3.323002,0.9502379,4.632097
0,56.6,3.811511,0.987805,5.276655,1.732095,0.7335835,2.629004,3.328994,0.9520036,4.640963
0,56.7,3.81837,0.9896218,5.286343,1.735203,0.7349005,2.633216,3.334987,0.9537707,4.649824
0,56.8,3.825236,0.9914454,5.295989,1.738318,0.7362236,2.637363,3.340982,0.9555444,4.658674
0,56.9,3.832109,0.9932804,5.305691,1.741433,0.7375434,2.641496,3.346986,0.9573329,4.667593
0,57,3.838987,0.9951228,5.315469,1.744547,0.7388571,2.645635,3.352997,0.959129,4.676597
0,57.1,3.845872,0.9969583,5.325283,1.747658,0.7401782,2.649801,3.359015,0.9609187,4.685625
0,57.2,3.852751,0.9987893,5.335119,1.750763,0.7415019,2.653962,3.365028,0.9627086,4.694682
0,57.3,3.859635,1.000631,5.345017,1.753875,0.7428318,2.658125,3.371044,0.9645047,4.703809
0,57.4,3.866517,1.002485,5.354955,1.756991,0.7441671,2.662281,3.377055,0.9663091,4.712987
0,57.5,3.873393,1.004351,5.364907,1.760105,0.74551,2.66645,3.383059,0.9681224,4.722173
0,57.6,3.880265,1.006234,5.37488,1.763218,0.7468591,2.670622,3.38906,0.96995,4.731382
0,57.7,3.887131,1.008117,5.384892,1.766322,0.7482012,2.674827,3.395059,0.9717798,4.740618
0,57.8,3.893998,1.009989,5.394926,1.769435,0.7495396,2.679042,3.401054,0.9736013,4.749872
0,57.9,3.900867,1.01186,5.404975,1.772551,0.7508821,2.683255,3.40705,0.9754198,4.759144
0,58,3.90774,1.013728,5.415021,1.775668,0.7522197,2.687488,3.413051,0.9772341,4.768402
0,58.1,3.914613,1.015602,5.425094,1.778784,0.7535597,2.691766,3.419054,0.9790494,4.777666
0,58.2,3.921485,1.017485,5.435169,1.781902,0.754899,2.696044,3.425054,0.9808741,4.786931
0,58.3,3.928358,1.019366,5.445248,1.785022,0.7562398,2.700329,3.431054,0.9826995,4.796197
0,58.4,3.935236,1.02125,5.455389,1.788144,0.7575863,2.704626,3.437057,0.9845274,4.805527
0,58.5,3.942105,1.023146,5.465528,1.791259,0.7589276,2.70891,3.443054,0.9863663,4.814862
0,58.6,3.948975,1.025038,5.475627,1.794384,0.7602661,2.713201,3.44905,0.9881985,4.824149
0,58.7,3.955849,1.026928,5.485744,1.79751,0.7616126,2.717488,3.455048,0.9900263,4.833458
0,58.8,3.962732,1.028816,5.495915,1.800642,0.7629726,2.721818,3.461052,0.9918467,4.842808
0,58.9,3.969628,1.030699,5.50608,1.803783,0.7643327,2.726174,3.467065,0.9936628,4.852137
0,59,3.976526,1.032572,5.516232,1.806924,0.765682,2.730496,3.473083,0.9954742,4.86147
0,59.1,3.983425,1.034447,5.526365,1.810061,0.767022,2.734789,3.479104,0.9972907,4.870798
0,59.2,3.990326,1.03631,5.536483,1.8132,0.7683604,2.73909,3.485126,0.9991005,4.880103
0,59.3,3.997234,1.038164,5.546607,1.816345,0.7696906,2.74339,3.491154,1.0009,4.889413
0,59.4,4.004152,1.040015,5.556712,1.819497,0.7710194,2.747701,3.49719,1.002696,4.898696
0,59.5,4.011084,1.041864,5.566868,1.822654,0.7723533,2.752023,3.503238,1.004492,4.908032
0,59.6,4.01802,1.043703,5.57702,1.825812,0.7736875,2.756368,3.50929,1.006278,4.917352
0,59.7,4.024959,1.045534,5.587186,1.828974,0.7750235,2.760719,3.515344,1.008054,4.926684
0,59.8,4.031896,1.047356,5.597329,1.832133,0.7763671,2.765058,3.521395,1.009817,4.935998
0,59.9,4.038838,1.049175,5.607463,1.835292,0.7777205,2.769411,3.527453,1.011575,4.945294
0,60,4.045786,1.050998,5.61762,1.838449,0.7790892,2.773805,3.533515,1.013333,4.954596
0.5,0,0,0,0,0,0,0,0,0,0
0.5,0.1,0.006603416,0.001841394,0.009453056,0.003061288,0.001292978,0.004807382,0.005726573,0.001798528,0.008420172
0.5,0.2,0.01320232,0.003679382,0.01889378,0.006120173,0.00257171,0.009565574,0.01145037,0.003599965,0.01685188
0.5,0.3,0.01979888,0.005513816,0.02832992,0.009175484,0.003849227,0.01428115,0.01717115,0.00540604,0.02529928
0.5,0.4,0.0263828,0.00735358,0.03773169,0.01222409,0.005128676,0.01893072,0.02288114,0.007215493,0.03374032
0.5,0.5,0.0329652,0.009203608,0.04713858,0.01527247,0.006410404,0.02353669,0.02858988,0.009032506,0.04219474
0.5,0.6,0.03956013,0.01105389,0.05653553,0.01832625,0.007694621,0.02815343,0.03430995,0.0108488,0.05067126
0.5,0.7,0.04615407,0.01290575,0.06597087,0.02137509,0.008979753,0.03279323,0.04003081,0.01266839,0.05912604
0.5,0.8,0.05274777,0.01475824,0.07543579,0.02441772,0.01026603,0.03742916,0.04575478,0.0144876,0.06751977
0.5,0.9,0.05934679,0.01660673,0.08487995,0.02745871,0.01155732,0.04205329,0.05148485,0.01630217,0.07590256
0.5,1,0.06593836,0.01845881,0.09432963,0.03049939,0.01284285,0.04668551,0.05720753,0.018121,0.08428324
0.5,1.1,0.07252957,0.02030167,0.103754,0.03353849,0.01412964,0.05128135,0.06293088,0.01992877,0.09267393
0.5,1.2,0.07911771,0.02214284,0.1131453,0.03658062,0.01541535,0.05586628,0.06864874,0.02173666,0.101039
0.5,1.3,0.08571098,0.02396993,0.1225254,0.03962531,0.01670422,0.06047412,0.07437024,0.02353107,0.1093938
0.5,1.4,0.09230644,0.02578617,0.1319121,0.04267905,0.01799685,0.06512298,0.0800889,0.02531347,0.1177054
0.5,1.5,0.09889373,0.02759576,0.1412888,0.04574115,0.01927721,0.06976316,0.08579427,0.02709594,0.1259685
0.5,1.6,0.1054776,0.02940683,0.1506769,0.04880583,0.02055521,0.0743848,0.09149384,0.02888327,0.1341909
0.5,1.7,0.1120632,0.03122685,0.1600775,0.05186945,0.02183561,0.07900653,0.09719446,0.03068287,0.1424295
0.5,1.8,0.1186475,0.03305325,0.1694887,0.05492838,0.02310606,0.08364929,0.1028978,0.0324902,0.1506987
0.5,1.9,0.1252263,0.034885,0.178922,0.05798082,0.02437937,0.08834034,0.1085991,0.03429824,0.1589671
0.5,2,0.1093907,0.03314367,0.1602638,0.06102646,0.0256531,0.09304717,0.08727776,0.03313576,0.1424477
0.5,2.1,0.1148579,0.03480261,0.1682736,0.06407624,0.02692512,0.09776921,0.09164051,0.03480085,0.1495574
0.5,2.2,0.1203279,0.03645405,0.1762823,0.06713019,0.02820157,0.1025116,0.09600293,0.03645707,0.1566643
0.5,2.3,0.1257937,0.03810273,0.1842862,0.07017229,0.02947974,0.1072397,0.1003662,0.03811576,0.1637868
0.5,2.4,0.1312556,0.03974864,0.1922779,0.07321054,0.03075073,0.111974,0.1047275,0.03977621,0.1709137
0.5,2.5,0.1367096,0.04140205,0.2002593,0.07624838,0.0320118,0.1167009,0.1090812,0.04144598,0.178033
0.5,2.6,0.1421628,0.04305652,0.2082612,0.07928394,0.0332605,0.1213956,0.1134375,0.04312119,0.1851617
0.5,2.7,0.147623,0.04470957,0.2162652,0.08232325,0.03449885,0.1260705,0.1178016,0.04479831,0.1923043
0.5,2.8,0.1530882,0.0463724,0.2242725,0.08536516,0.03574546,0.130791,0.1221692,0.04648141,0.1994487
0.5,2.9,0.1585463,0.04803667,0.2322403,0.08839492,0.03699939,0.1354851,0.1265337,0.04816799,0.2065594
0.5,3,0.1640125,0.04970374,0.2402058,0.09143167,0.0382554,0.1401917,0.130903,0.04985643,0.2136643
0.5,3.1,0.1694861,0.05137835,0.2481869,0.09447253,0.03951913,0.144925,0.1352778,0.05154938,0.2207494
0.5,3.2,0.1749648,0.05305329,0.2561721,0.09751184,0.04078677,0.1496537,0.1396598,0.05324028,0.2278139
0.5,3.3,0.1804533,0.0547219,0.2641272,0.1005593,0.04205432,0.154387,0.1440483,0.05492528,0.2348421
0.5,3.4,0.1859392,0.05638907,0.2720424,0.103605,0.04332335,0.1591424,0.1484358,0.05660451,0.2418359
0.5,3.5,0.1914208,0.05806001,0.2799748,0.1066472,0.04459406,0.1639246,0.1528207,0.05828562,0.2488322
0.5,3.6,0.196901,0.05973686,0.2879378,0.1096875,0.04586491,0.1687089,0.1572066,0.05996844,0.2558566
0.5,3.7,0.202394,0.06140914,0.2959169,0.1127361,0.04714366,0.1735037,0.1616024,0.06164167,0.2628879
0.5,3.8,0.2078937,0.06307875,0.3038898,0.115786,0.04842815,0.1783096,0.1660036,0.06331333,0.2699121
0.5,3.9,0.2133917,0.06474498,0.3118575,0.1188455,0.04970885,0.1830919,0.1703956,0.06498601,0.2769178
0.5,4,0.1828183,0.06611811,0.2963863,0.121905,0.05099626,0.1878891,0.1282221,0.06327254,0.2232479
0.5,4.1,0.1874252,0.06777069,0.3038081,0.1249693,0.05228313,0.1927162,0.1314738,0.06482265,0.2286567
0.5,4.2,0.192028,0.06940221,0.3111735,0.1280386,0.05356777,0.1975273,0.1347176,0.06634713,0.2339848
0.5,4.3,0.1966309,0.07103271,0.3184989,0.1311142,0.05486212,0.2023466,0.1379567,0.06786003,0.2392761
0.5,4.4,0.2012366,0.07266308,0.3257993,0.1341918,0.05616273,0.2071873,0.1411989,0.06936536,0.2445739
0.5,4.5,0.2058405,0.07428372,0.3330542,0.1372686,0.05745615,0.212045,0.1444395,0.07086575,0.2499054
0.5,4.6,0.210443,0.07589996,0.34027,0.1403524,0.05874717,0.2168966,0.1476733,0.07235967,0.2552244
0.5,4.7,0.2150533,0.07750737,0.3474731,0.1434464,0.06003125,0.2217377,0.1509088,0.07384951,0.2605305
0.5,4.8,0.2196704,0.07911605,0.3546789,0.1465446,0.0613181,0.2266133,0.154149,0.07534001,0.2658603
0.5,4.9,0.2242781,0.08073201,0.3618851,0.1496332,0.06261219,0.2314521,0.1573821,0.07683828,0.2712278
0.5,5,0.2288791,0.08234393,0.3690937,0.1527141,0.06390372,0.2362508,0.1606142,0.07833221,0.2765868
0.5,5.1,0.2334756,0.08394424,0.3763084,0.1557918,0.06518467,0.2410398,0.1638448,0.07981808,0.2819144
0.5,5.2,0.2380675,0.08554808,0.3835854,0.1588671,0.06646291,0.2458238,0.1670721,0.0813077,0.2872298
0.5,5.3,0.2426631,0.08715739,0.3908902,0.1619372,0.06775132,0.2506125,0.1703081,0.08279813,0.2925602
0.5,5.4,0.2472659,0.08876935,0.3982451,0.1650072,0.06904465,0.2553625,0.1735484,0.08430008,0.2978944
0.5,5.5,0.2518675,0.09038757,0.4056475,0.1680719,0.07033472,0.2601193,0.1767912,0.08581326,0.3032302
0.5,5.6,0.2564645,0.09200806,0.4130542,0.1711335,0.07161919,0.2649151,0.1800288,0.0873367,0.3085988
0.5,5.7,0.2610579,0.09361951,0.4204382,0.1741906,0.072902,0.2697126,0.1832665,0.08885032,0.3139593
0.5,5.8,0.2656593,0.0952287,0.4278365,0.1772543,0.07418547,0.2745152,0.1865091,0.09036133,0.3193199
0.5,5.9,0.2702686,0.09685057,0.4352556,0.1803254,0.07547809,0.2793143,0.1897543,0.0918814,0.3246817
0.5,6,0.235689,0.0750752,0.330779,0.1833989,0.07677039,0.2841101,0.1345318,0.06130878,0.251626
0.5,6.1,0.2396571,0.07630843,0.3364813,0.1864837,0.07806184,0.288932,0.1367972,0.06231252,0.2556867
0.5,6.2,0.2436362,0.07754371,0.3422335,0.1895745,0.07935732,0.2937059,0.1390707,0.06332148,0.2598018
0.5,6.3,0.2476132,0.07878126,0.3479963,0.1926574,0.08065477,0.298437,0.141349,0.06433537,0.2639391
0.5,6.4,0.2515915,0.08001903,0.3537612,0.195739,0.08195751,0.3031893,0.1436297,0.06534722,0.2680763
0.5,6.5,0.2555821,0.08126052,0.3595213,0.1988286,0.08325967,0.3079524,0.145921,0.06636396,0.2722324
0.5,6.6,0.2595665,0.08249515,0.3652844,0.2019155,0.08455763,0.3126919,0.1482107,0.06736505,0.2763416
0.5,6.7,0.2635439,0.08372086,0.3710244,0.2050004,0.08584302,0.3174211,0.1504968,0.06835735,0.2804448
0.5,6.8,0.2675151,0.08493858,0.3767364,0.2080781,0.08711876,0.3221501,0.1527795,0.06935726,0.284563
0.5,6.9,0.271491,0.08615793,0.3824461,0.2111546,0.08839233,0.3268634,0.1550711,0.0703639,0.2887083
0.5,7,0.2754761,0.0873804,0.3881976,0.2142339,0.08966925,0.3315914,0.1573772,0.07136513,0.2928496
0.5,7.1,0.2794586,0.08860642,0.3939647,0.2173064,0.0909478,0.336333,0.1596895,0.07236562,0.2969809
0.5,7.2,0.2834425,0.08982877,0.3997459,0.2203814,0.0922205,0.3410778,0.1620027,0.07336394,0.3011146
0.5,7.3,0.2874226,0.09105019,0.4055556,0.2234544,0.09349092,0.3458167,0.1643177,0.07435095,0.3052433
0.5,7.4,0.2913996,0.09226527,0.4113574,0.2265253,0.094756,0.3504919,0.1666279,0.07534201,0.3093812
0.5,7.5,0.2953791,0.0934814,0.4171756,0.2295928,0.0960221,0.3551491,0.1689453,0.07633734,0.3135407
0.5,7.6,0.299364,0.09468846,0.4229822,0.2326609,0.09728148,0.359787,0.1712727,0.07732696,0.3176906
0.5,7.7,0.3033553,0.09589572,0.428808,0.235728,0.09853914,0.3644372,0.1736138,0.07831621,0.3218327
0.5,7.8,0.307346,0.09710406,0.4346686,0.2387957,0.09979453,0.3690732,0.1759528,0.07930955,0.3259589
0.5,7.9,0.3113464,0.09831192,0.4405311,0.2418717,0.1010487,0.3736927,0.1782951,0.08030976,0.3301321
0.5,8,0.2855,0.09946222,0.4139116,0.244959,0.1022982,0.3782992,0.1293832,0.0666627,0.241525
0.5,8.1,0.2891015,0.1006767,0.4193163,0.2480395,0.103548,0.3829153,0.1310537,0.06746511,0.244345
0.5,8.2,0.292703,0.1018901,0.424709,0.2511179,0.1047961,0.3875302,0.1327293,0.06826546,0.2471711
0.5,8.3,0.2963119,0.1031043,0.4300977,0.254202,0.1060464,0.3921525,0.1344087,0.06906745,0.2499726
0.5,8.4,0.2999177,0.1043219,0.4354488,0.2572831,0.1072995,0.3967769,0.1360895,0.06986488,0.2527214
0.5,8.5,0.3035201,0.105547,0.4407843,0.2603642,0.1085588,0.4014227,0.1377641,0.07066109,0.255448
0.5,8.6,0.3071141,0.1067824,0.4460836,0.2634386,0.1098216,0.4061144,0.1394371,0.07145894,0.2581639
0.5,8.7,0.3107133,0.1080228,0.4514078,0.2665168,0.1110862,0.4108033,0.1411167,0.07225623,0.2608851
0.5,8.8,0.314309,0.1092587,0.4567455,0.2695889,0.1123499,0.4154949,0.1427962,0.07305678,0.263592
0.5,8.9,0.3179084,0.1104911,0.4621076,0.2726616,0.1136135,0.4202076,0.1444804,0.07385659,0.2663001
0.5,9,0.3215171,0.1117189,0.4674702,0.2757372,0.1148722,0.4249602,0.1461769,0.07466273,0.2690686
0.5,9.1,0.3251262,0.1129553,0.4728708,0.2788091,0.1161348,0.4297319,0.1478782,0.07548162,0.2718652
0.5,9.2,0.3287338,0.1141876,0.4782434,0.2818808,0.117394,0.4344984,0.149578,0.07629697,0.2746189
0.5,9.3,0.3323425,0.1154128,0.4836077,0.284952,0.1186419,0.4392435,0.1512838,0.07711332,0.2773815
0.5,9.4,0.3359538,0.1166405,0.4889503,0.2880257,0.1198903,0.4439757,0.1529933,0.07792699,0.2801551
0.5,9.5,0.3395658,0.1178706,0.4942863,0.2910997,0.1211436,0.448704,0.1547037,0.07873649,0.2829121
0.5,9.6,0.3431781,0.1191017,0.4996373,0.2941707,0.1224006,0.4534118,0.1564185,0.07954594,0.2856739
0.5,9.7,0.3467905,0.1203323,0.5050048,0.2972394,0.1236589,0.4581275,0.1581379,0.08035243,0.2884135
0.5,9.8,0.350404,0.1215725,0.5103576,0.3003056,0.124923,0.4628383,0.1598641,0.08116517,0.2911756
0.5,9.9,0.3540245,0.1228166,0.5156588,0.3033815,0.1261898,0.4675727,0.1615893,0.0819755,0.2939379
0.5,10,0.340245,0.1136901,0.4876453,0.3064861,0.1274814,0.4724626,0.1266494,0.05264656,0.2081227
0.5,10.1,0.3436739,0.1148319,0.4926286,0.3095772,0.1287538,0.4772392,0.1279419,0.05314305,0.2104022
0.5,10.2,0.3471134,0.1159727,0.4976265,0.3126855,0.1300224,0.4820388,0.1292246,0.0536376,0.212695
0.5,10.3,0.3505472,0.1171134,0.5026138,0.3157929,0.1312885,0.4868226,0.1304988,0.05412664,0.2149809
0.5,10.4,0.3539841,0.1182511,0.5075697,0.3189087,0.1325503,0.4915761,0.1317649,0.05460917,0.2172097
0.5,10.5,0.357424,0.1193968,0.5125701,0.322027,0.1338191,0.4963679,0.1330373,0.05508107,0.219425
0.5,10.6,0.3608669,0.1205467,0.5175835,0.3251466,0.1350886,0.5011589,0.1343184,0.05555081,0.221649
0.5,10.7,0.3643057,0.121689,0.5226055,0.3282587,0.1363544,0.505958,0.1356061,0.05601438,0.2238249
0.5,10.8,0.3677478,0.1228373,0.5276473,0.3313703,0.1376283,0.5107777,0.1369021,0.05647544,0.2260206
0.5,10.9,0.3711922,0.1239873,0.5327321,0.334484,0.1389032,0.5156376,0.138203,0.05692886,0.2282158
0.5,11,0.374635,0.125145,0.5378124,0.3375978,0.14018,0.5204825,0.1395053,0.05737854,0.2303884
0.5,11.1,0.378083,0.1263043,0.5429004,0.340712,0.1414605,0.5253355,0.140817,0.05783173,0.2325527
0.5,11.2,0.3815277,0.1274611,0.5479638,0.3438216,0.1427401,0.5301623,0.1421255,0.05829507,0.2347125
0.5,11.3,0.3849677,0.128631,0.5530263,0.3469251,0.1440323,0.5349835,0.1434358,0.05875795,0.2368487
0.5,11.4,0.3884006,0.1297942,0.5580452,0.3500179,0.1453265,0.539763,0.1447479,0.05921349,0.2389664
0.5,11.5,0.3918287,0.1309574,0.5630547,0.3531029,0.1466191,0.544518,0.1460654,0.05967439,0.2410718
0.5,11.6,0.3952595,0.1321217,0.5680804,0.3561895,0.1479123,0.5492854,0.1473857,0.06013816,0.2431925
0.5,11.7,0.3986863,0.1332866,0.5730795,0.3592706,0.1492093,0.554026,0.148705,0.06060282,0.2453257
0.5,11.8,0.4021116,0.1344541,0.5780606,0.3623493,0.1505078,0.5587399,0.1500284,0.06106262,0.2474418
0.5,11.9,0.4055347,0.1356257,0.5830497,0.365426,0.1518076,0.5634671,0.1513515,0.06152718,0.2495417
0.5,12,0.3995384,0.1459377,0.6185654,0.3684788,0.1531063,0.5678164,0.1326079,0.06675126,0.2483104
0.5,12.1,0.4028867,0.1471936,0.6238623,0.371547,0.1544236,0.5725103,0.1337807,0.06729026,0.2507953
0.5,12.2,0.4062332,0.1484563,0.6291437,0.3746146,0.1557475,0.5771966,0.1349565,0.06781506,0.253256
0.5,12.3,0.4095752,0.149722,0.6344121,0.3776813,0.1570726,0.5818744,0.1361272,0.06833148,0.2557017
0.5,12.4,0.4129211,0.1509823,0.6396726,0.3807512,0.1583941,0.5865601,0.1373005,0.06884434,0.2581117
0.5,12.5,0.4162552,0.1522393,0.6448869,0.3838085,0.1597136,0.5912052,0.1384697,0.06936192,0.2605009
0.5,12.6,0.4195864,0.1535009,0.6501191,0.386862,0.1610385,0.5958582,0.139635,0.06988948,0.2629187
0.5,12.7,0.4229263,0.154761,0.6553599,0.3899236,0.1623656,0.6005219,0.1407982,0.07042009,0.2653319
0.5,12.8,0.426277,0.1560307,0.6606217,0.3929959,0.163699,0.6052006,0.1419734,0.07093878,0.2676544
0.5,12.9,0.4296277,0.1573109,0.665904,0.396066,0.1650412,0.6098841,0.1431561,0.07145654,0.2694974
0.5,13,0.4329687,0.1585898,0.6712241,0.3991252,0.1663819,0.6146137,0.1443404,0.07197402,0.2713152
0.5,13.1,0.4363124,0.1598615,0.6765408,0.4021827,0.167717,0.6193444,0.1455399,0.07248301,0.2731532
0.5,13.2,0.4396614,0.1611273,0.681838,0.4052371,0.1690538,0.6240466,0.1467578,0.07298781,0.2749497
0.5,13.3,0.4430096,0.1623974,0.6871598,0.4082899,0.1703959,0.6287827,0.1479766,0.07349201,0.276725
0.5,13.4,0.446369,0.1636736,0.692542,0.4113516,0.1717434,0.6335755,0.1492029,0.07400044,0.278492
0.5,13.5,0.449731,0.1649454,0.6978768,0.4144136,0.1730904,0.6383424,0.150429,0.07451479,0.2802657
0.5,13.6,0.4530987,0.1662099,0.7031425,0.4174773,0.1744299,0.6430403,0.1516692,0.07502688,0.282045
0.5,13.7,0.4564696,0.1674759,0.70839,0.4205408,0.1757731,0.6477282,0.1529159,0.07554056,0.2838304
0.5,13.8,0.459842,0.168747,0.7136835,0.4236047,0.1771211,0.6524703,0.1541639,0.07605896,0.2856491
0.5,13.9,0.4632093,0.1700148,0.7189879,0.4266637,0.1784656,0.6572147,0.1554113,0.07657512,0.2874629
0.5,14,0.4489703,0.1753892,0.6886284,0.4298207,0.1798068,0.6617012,0.1149733,0.04722803,0.1936975
0.5,14.1,0.4521897,0.1766928,0.6935886,0.4328702,0.1811446,0.6664004,0.1159124,0.04757078,0.1952987
0.5,14.2,0.4554109,0.1780066,0.6985635,0.4359233,0.1824919,0.6711195,0.1168483,0.04790758,0.1968827
0.5,14.3,0.4586368,0.1793175,0.7035623,0.4389804,0.1838362,0.6758606,0.1177823,0.04825658,0.1984769
0.5,14.4,0.4618678,0.1806229,0.7085642,0.442043,0.1851778,0.6806078,0.1187117,0.04860645,0.200062
0.5,14.5,0.465103,0.1819317,0.7135377,0.4451069,0.1865254,0.6853199,0.1196495,0.04895416,0.2016666
0.5,14.6,0.4683409,0.1832364,0.7184963,0.4481703,0.1878675,0.6900063,0.120604,0.04929553,0.2033036
0.5,14.7,0.4715733,0.1845455,0.7234423,0.4512267,0.1892133,0.6946782,0.1215647,0.04963568,0.2049453
0.5,14.8,0.4748035,0.1858502,0.7283833,0.4542815,0.1905541,0.6993404,0.1225264,0.04996757,0.2065991
0.5,14.9,0.4780256,0.1871519,0.7332985,0.4573274,0.1918941,0.7039846,0.1234913,0.05028801,0.2082227
0.5,15,0.481251,0.1884442,0.7381984,0.4603736,0.1932291,0.7086208,0.1244599,0.05061186,0.2098214
0.5,15.1,0.4844763,0.189733,0.7431018,0.4634165,0.1945619,0.7132616,0.1254347,0.05094511,0.2114211
0.5,15.2,0.4877108,0.1910295,0.7480202,0.4664675,0.1959025,0.7179193,0.1264133,0.05128167,0.2130173
0.5,15.3,0.4909497,0.1923339,0.7529682,0.4695235,0.1972477,0.722597,0.1273938,0.0516214,0.2146496
0.5,15.4,0.4941894,0.1936397,0.7579113,0.4725826,0.1985917,0.7272689,0.12837,0.05195929,0.2162822
0.5,15.5,0.4974349,0.1949513,0.7628375,0.4756487,0.1999425,0.7319265,0.1293426,0.05229367,0.2179016
0.5,15.6,0.5006841,0.1962826,0.7677936,0.4787202,0.2013123,0.7366154,0.1303096,0.05262765,0.2195202
0.5,15.7,0.5039276,0.1976223,0.7728007,0.4817869,0.2026899,0.7413612,0.1312711,0.05296559,0.2211251
0.5,15.8,0.5071694,0.1989695,0.7778068,0.4848485,0.2040789,0.7461099,0.1322401,0.05330011,0.2227146
0.5,15.9,0.5104121,0.2003159,0.782754,0.4879073,0.2054677,0.7507978,0.1332196,0.05364142,0.2243019
0.5,16,0.5063936,0.2045655,0.7594252,0.4908772,0.2068973,0.7556976,0.111553,0.04722308,0.1882721
0.5,16.1,0.5095972,0.2059211,0.7642116,0.4939344,0.2082935,0.7604439,0.1124273,0.04751291,0.1898558
0.5,16.2,0.5127983,0.2072729,0.7690056,0.4969855,0.2096895,0.7651994,0.1133125,0.04779932,0.1914035
0.5,16.3,0.5160005,0.2086294,0.7738352,0.5000358,0.2110911,0.7699901,0.1142019,0.04809054,0.1929414
0.5,16.4,0.5192049,0.2099845,0.7786819,0.5030875,0.2124926,0.774795,0.1150926,0.04838157,0.194459
0.5,16.5,0.5224122,0.2113423,0.7835114,0.5061434,0.2138951,0.779583,0.1159791,0.04867639,0.1959554
0.5,16.6,0.5256214,0.2127119,0.7883626,0.5091994,0.215308,0.7843934,0.1168721,0.04897989,0.1975082
0.5,16.7,0.5288303,0.2140822,0.7932228,0.5122546,0.2167189,0.7892076,0.1177716,0.04928408,0.199081
0.5,16.8,0.5320415,0.2154553,0.7981128,0.5153136,0.2181306,0.7940492,0.1186698,0.04958341,0.2006645
0.5,16.9,0.5352543,0.216828,0.8029867,0.5183754,0.2195435,0.7988723,0.1195592,0.04988406,0.202254
0.5,17,0.5384635,0.2181875,0.8078837,0.5214323,0.2209468,0.8037192,0.1204486,0.05018089,0.2038399
0.5,17.1,0.5416681,0.2195447,0.8128197,0.5244836,0.2223494,0.808599,0.1213392,0.05047794,0.2054303
0.5,17.2,0.5448798,0.2208915,0.8177493,0.5275379,0.2237442,0.8134751,0.1222395,0.05078672,0.207051
0.5,17.3,0.5480906,0.2222358,0.8227035,0.5305887,0.2251364,0.8183776,0.123145,0.05110949,0.2086891
0.5,17.4,0.5512981,0.2235835,0.827627,0.5336337,0.2265321,0.8232505,0.1240571,0.05143892,0.2103054
0.5,17.5,0.554508,0.2249335,0.8325721,0.5366807,0.2279321,0.828146,0.1249664,0.05177068,0.2119363
0.5,17.6,0.5577173,0.2262822,0.8375266,0.5397241,0.2293338,0.8330487,0.1258852,0.0520978,0.2135583
0.5,17.7,0.5609174,0.227625,0.8424908,0.5427586,0.2307296,0.8379584,0.1268022,0.05242209,0.2151654
0.5,17.8,0.5641176,0.2289806,0.8474436,0.5457927,0.2321377,0.8428547,0.1277215,0.05274701,0.2167895
0.5,17.9,0.5673255,0.2303363,0.8523621,0.5488326,0.2335464,0.8477191,0.1286468,0.0530767,0.2184481
0.5,18,0.5629421,0.2340729,0.8561078,0.5520369,0.2349975,0.8532886,0.09809568,0.04728734,0.1746334
0.5,18.1,0.5660746,0.2354472,0.8610086,0.5550735,0.2363925,0.8581588,0.09877656,0.04760985,0.1757785
0.5,18.2,0.5692076,0.2368239,0.8659369,0.5581069,0.2377905,0.8630555,0.09947695,0.04793167,0.176917
0.5,18.3,0.5723444,0.2381966,0.8708727,0.5611419,0.2391856,0.8679573,0.1001896,0.04824731,0.1780897
0.5,18.4,0.575483,0.2395699,0.8758168,0.5641779,0.2405823,0.8728706,0.1009039,0.0485646,0.1792815
0.5,18.5,0.5786103,0.2409443,0.8807275,0.5672017,0.2419815,0.8777531,0.1016194,0.04887975,0.1804816
0.5,18.6,0.5817445,0.242325,0.8855994,0.5702331,0.2433855,0.8825983,0.1023293,0.04920751,0.1817261
0.5,18.7,0.5848793,0.2437123,0.8904473,0.5732648,0.2447938,0.8874242,0.1030422,0.04954243,0.1829734
0.5,18.8,0.5880152,0.2451017,0.8953099,0.576297,0.2462033,0.8922651,0.1037576,0.04988259,0.1841853
0.5,18.9,0.5911549,0.2464963,0.9001978,0.5793319,0.247617,0.8971281,0.1044774,0.05023084,0.1853629
0.5,19,0.5943001,0.247894,0.9050632,0.5823718,0.2490349,0.9019688,0.1051987,0.05057905,0.1865532
