seed,rate_hz,uwb_exchanges,communication_ratio,fleet_rmse_m,worst_node_rmse_m,centroid_rmse_m,relative_shape_rmse_m,yaw_rmse_deg,runtime_s,node1_rmse_m,node2_rmse_m,node3_rmse_m,node4_rmse_m
9,0.0,0,0.0,3.025534143282945,4.414787889618853,1.3788565018759622,2.6930673217365455,0.035959145580916146,2.630925978999585,4.414787889618853,2.1390529154361966,1.8841154775719962,2.999939464471856
9,0.5,180,0.05,1.3786191813269075,1.410244809175399,1.3727319170695416,0.1272710924800057,0.046177503549832605,2.4353761109960033,1.3357430992277686,1.3642082110265479,1.4029609034170778,1.410244809175399
9,1.0,360,0.1,1.37904717583995,1.4175710307098912,1.3753121937438046,0.10142722973514495,0.05022905327801753,2.5296822160016745,1.3378054055906783,1.372573546847184,1.3870455583463592,1.4175710307098912
9,2.0,720,0.2,1.3812952050452425,1.4217522546564314,1.3784077385067492,0.0892667345974236,0.05771067975404791,2.2947094710034435,1.3521122706332207,1.371499931404708,1.378878764091761,1.4217522546564314
9,5.0,1800,0.5,1.377972233379507,1.400954883335158,1.3766162968290552,0.06111503308978031,0.053470093480239116,2.4887206150015118,1.3553550624409643,1.3857376659929164,1.3694156032713924,1.400954883335158
9,10.0,3600,1.0,1.3776485880340348,1.394164103380363,1.3766698198255942,0.05192147237449484,0.05364720335639585,2.308300101001805,1.3645428190214492,1.3851785122182951,1.3664817472765676,1.394164103380363
10,0.0,0,0.0,1.6170077788646906,2.3242867365896207,0.37994702928222457,1.5717361139353299,0.07754118410118077,1.9922922550031217,2.3242867365896207,1.365790504902405,1.6032541034672112,0.7878707826688508
10,0.5,180,0.05,0.40162777716970616,0.4530953216877379,0.38263397321958315,0.12204963716650064,0.08589274285070048,2.0972476430033566,0.4530953216877379,0.3762846681484393,0.38752197843232983,0.3849164581959489
10,1.0,360,0.1,0.38885039520520776,0.4289187777261411,0.3795438572977158,0.08456411909798037,0.10176241008683665,2.1696434969999245,0.4289187777261411,0.3782061311972624,0.3637723417566505,0.381414482179924
10,2.0,720,0.2,0.38774540846417005,0.4062101546908198,0.3831924772359251,0.05924548231587863,0.09874180941615314,2.29454314999748,0.4062101546908198,0.3793859279134652,0.37631170558548666,0.38837499315329943
10,5.0,1800,0.5,0.3824337795072821,0.39903365823339587,0.37800486354184837,0.05803377333013143,0.1002649949616428,2.368257577996701,0.39903365823339587,0.3861070187894002,0.35666991063389836,0.38665548918868403
10,10.0,3600,1.0,0.38145222247186855,0.395193156227109,0.3788544870689771,0.044441823279768145,0.10091472542540088,2.5524923449993366,0.395193156227109,0.38421757267454054,0.3605240492677196,0.3850257499620755
11,0.0,0,0.0,1.2649012453999098,1.681391648460132,0.625977594107227,1.0991484032149483,0.042540839657475016,2.255930710998655,0.24136718151228503,0.9821297918626876,1.5968674718241513,1.681391648460132
11,0.5,180,0.05,0.6318748572365628,0.6720624809919016,0.6249720092795272,0.09314409710141174,0.060742066422423795,2.2985462070064386,0.6155848723792976,0.6720624809919016,0.5898768499431877,0.6469126133202077
